64091001	grpo-lr1e-5	/scratch4/workspace/ychittepu_umass_edu-tribe/onpolicy-suite/sweep-gsm8k-3b-baselines/grpo-lr1e-5
64091002	dapo-lr1e-5	/scratch4/workspace/ychittepu_umass_edu-tribe/onpolicy-suite/sweep-gsm8k-3b-baselines/dapo-lr1e-5
64091003	grpo-lr5e-6	/scratch4/workspace/ychittepu_umass_edu-tribe/onpolicy-suite/sweep-gsm8k-3b-baselines/grpo-lr5e-6
64091004	dapo-lr5e-6	/scratch4/workspace/ychittepu_umass_edu-tribe/onpolicy-suite/sweep-gsm8k-3b-baselines/dapo-lr5e-6
64091005	grpo-lr1e-6	/scratch4/workspace/ychittepu_umass_edu-tribe/onpolicy-suite/sweep-gsm8k-3b-baselines/grpo-lr1e-6
64091006	dapo-lr1e-6	/scratch4/workspace/ychittepu_umass_edu-tribe/onpolicy-suite/sweep-gsm8k-3b-baselines/dapo-lr1e-6
64091007	grpo-lr5e-7	/scratch4/workspace/ychittepu_umass_edu-tribe/onpolicy-suite/sweep-gsm8k-3b-baselines/grpo-lr5e-7
64091008	dapo-lr5e-7	/scratch4/workspace/ychittepu_umass_edu-tribe/onpolicy-suite/sweep-gsm8k-3b-baselines/dapo-lr5e-7
64091009	grpo-lr1e-7	/scratch4/workspace/ychittepu_umass_edu-tribe/onpolicy-suite/sweep-gsm8k-3b-baselines/grpo-lr1e-7
64091010	dapo-lr1e-7	/scratch4/workspace/ychittepu_umass_edu-tribe/onpolicy-suite/sweep-gsm8k-3b-baselines/dapo-lr1e-7
