64429868	offpolicy-grpo-final-3b-gsm8k-seed43
64429869	offpolicy-topr-final-3b-gsm8k-seed43
64429870	offpolicy-tis-final-3b-gsm8k-seed43
64429871	offpolicy-raft-final-3b-gsm8k-seed43
64429872	offpolicy-rloo-final-3b-gsm8k-seed43
64429873	offpolicy-naive-reinforce-final-3b-gsm8k-seed43
64429874	offpolicy-tribe-negfrac0.5-final-3b-gsm8k-seed43
64429875	offpolicy-dpo-final-3b-gsm8k-seed43
64429876	offpolicy-simpo-final-3b-gsm8k-seed43
64429877	offpolicy-grpo-final-1b-gsm8k-seed43
64429878	offpolicy-topr-final-1b-gsm8k-seed43
64429879	offpolicy-tis-final-1b-gsm8k-seed43
64429880	offpolicy-raft-final-1b-gsm8k-seed43
64429881	offpolicy-rloo-final-1b-gsm8k-seed43
64429882	offpolicy-naive-reinforce-final-1b-gsm8k-seed43
64429883	offpolicy-tribe-negfrac0.5-final-1b-gsm8k-seed43
64429884	offpolicy-dpo-final-1b-gsm8k-seed43
64429886	offpolicy-simpo-final-1b-gsm8k-seed43
64429887	offpolicy-grpo-final-3b-gsm8k-seed44
64429888	offpolicy-topr-final-3b-gsm8k-seed44
64429889	offpolicy-tis-final-3b-gsm8k-seed44
64429890	offpolicy-raft-final-3b-gsm8k-seed44
64429891	offpolicy-rloo-final-3b-gsm8k-seed44
64429892	offpolicy-naive-reinforce-final-3b-gsm8k-seed44
64429893	offpolicy-tribe-negfrac0.5-final-3b-gsm8k-seed44
64429894	offpolicy-dpo-final-3b-gsm8k-seed44
64429895	offpolicy-simpo-final-3b-gsm8k-seed44
64429896	offpolicy-grpo-final-1b-gsm8k-seed44
64429897	offpolicy-topr-final-1b-gsm8k-seed44
64429898	offpolicy-tis-final-1b-gsm8k-seed44
64429899	offpolicy-raft-final-1b-gsm8k-seed44
64429900	offpolicy-rloo-final-1b-gsm8k-seed44
64429901	offpolicy-naive-reinforce-final-1b-gsm8k-seed44
64429902	offpolicy-tribe-negfrac0.5-final-1b-gsm8k-seed44
64429903	offpolicy-dpo-final-1b-gsm8k-seed44
64429904	offpolicy-simpo-final-1b-gsm8k-seed44
64429917	offpolicy-tribe-negfrac0.5-final-3b-gsm8k-seed42
64429918	offpolicy-tribe-negfrac0.5-final-1b-gsm8k-seed42
64446323	offpolicy-tribe-negfrac0.6-final-3b-gsm8k-seed43
64446324	offpolicy-tribe-negfrac0.6-final-1b-gsm8k-seed43
64446325	offpolicy-tribe-negfrac0.6-final-3b-gsm8k-seed44
64446326	offpolicy-tribe-negfrac0.6-final-1b-gsm8k-seed44
