64028936	grpo	/scratch4/workspace/ychittepu_umass_edu-tribe/offpolicy-suite-final/final-1b-gsm8k/grpo/gsm8k	meta-llama/Llama-3.2-1B-Instruct
64028937	topr	/scratch4/workspace/ychittepu_umass_edu-tribe/offpolicy-suite-final/final-1b-gsm8k/topr/gsm8k	meta-llama/Llama-3.2-1B-Instruct
64028938	tis	/scratch4/workspace/ychittepu_umass_edu-tribe/offpolicy-suite-final/final-1b-gsm8k/tis/gsm8k	meta-llama/Llama-3.2-1B-Instruct
64028939	raft	/scratch4/workspace/ychittepu_umass_edu-tribe/offpolicy-suite-final/final-1b-gsm8k/raft/gsm8k	meta-llama/Llama-3.2-1B-Instruct
64028940	rloo	/scratch4/workspace/ychittepu_umass_edu-tribe/offpolicy-suite-final/final-1b-gsm8k/rloo/gsm8k	meta-llama/Llama-3.2-1B-Instruct
64028941	naive-reinforce	/scratch4/workspace/ychittepu_umass_edu-tribe/offpolicy-suite-final/final-1b-gsm8k/naive-reinforce/gsm8k	meta-llama/Llama-3.2-1B-Instruct
64028942	tribe-negfrac0.0	/scratch4/workspace/ychittepu_umass_edu-tribe/offpolicy-suite-final/final-1b-gsm8k/tribe-negfrac0.0/gsm8k	meta-llama/Llama-3.2-1B-Instruct
64028943	tribe-negfrac0.2	/scratch4/workspace/ychittepu_umass_edu-tribe/offpolicy-suite-final/final-1b-gsm8k/tribe-negfrac0.2/gsm8k	meta-llama/Llama-3.2-1B-Instruct
64028944	tribe-negfrac0.4	/scratch4/workspace/ychittepu_umass_edu-tribe/offpolicy-suite-final/final-1b-gsm8k/tribe-negfrac0.4/gsm8k	meta-llama/Llama-3.2-1B-Instruct
64028945	tribe-negfrac0.6	/scratch4/workspace/ychittepu_umass_edu-tribe/offpolicy-suite-final/final-1b-gsm8k/tribe-negfrac0.6/gsm8k	meta-llama/Llama-3.2-1B-Instruct
64028946	tribe-negfrac0.8	/scratch4/workspace/ychittepu_umass_edu-tribe/offpolicy-suite-final/final-1b-gsm8k/tribe-negfrac0.8/gsm8k	meta-llama/Llama-3.2-1B-Instruct
64028947	tribe-negfrac1.0	/scratch4/workspace/ychittepu_umass_edu-tribe/offpolicy-suite-final/final-1b-gsm8k/tribe-negfrac1.0/gsm8k	meta-llama/Llama-3.2-1B-Instruct
64028948	dpo	/scratch4/workspace/ychittepu_umass_edu-tribe/offpolicy-suite-final/final-1b-gsm8k/dpo/gsm8k	meta-llama/Llama-3.2-1B-Instruct
64028949	simpo	/scratch4/workspace/ychittepu_umass_edu-tribe/offpolicy-suite-final/final-1b-gsm8k/simpo/gsm8k	meta-llama/Llama-3.2-1B-Instruct
